,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,mass,planet_radius,orbital_radius,orbital_period,eccentricity
117,117,CoRoT-9 b,1347.0,0.84 Jupiters,13.637,2009,https://exoplanets.nasa.gov/exoplanet-catalog/1244/corot-9-b/,Gas Giant,0.84 Jupiters,1.066 x Jupiter,0.4021 AU,95.3 days,0.13
118,118,CoRoTID 223977153 b,1881.0,0.15 Jupiters,13.626,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7334/corotid-223977153-b/,Gas Giant,0.15 Jupiters,0.57 x Jupiter,0.071 AU,6.7 days,0.0
119,119,CT Chamaleontis b,622.0,17 Jupiters,12.335,2007,https://exoplanets.nasa.gov/exoplanet-catalog/7015/ct-chamaleontis-b/,Gas Giant,17 Jupiters,2.2 x Jupiter,440.0 AU,Infinity years,0.0
120,120,DE Canun Venaticorum b,100.0,12.0293 Jupiters,12.956,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7433/de-canun-venaticorum-b/,Gas Giant,12.0293 Jupiters,1.1 x Jupiter,5.75 AU,11.2 years,0.0
121,121,DENIS-P J082303.1-491201 b,68.0,28.5 Jupiters,18.5577,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6569/denis-p-j0823031-491201-b/,Gas Giant,28.5 Jupiters,1.06 x Jupiter,0.36 AU,246.4 days,0.35
122,122,DH Tauri b,440.0,11 Jupiters,13.98,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7016/dh-tauri-b/,Gas Giant,11 Jupiters,2.7 x Jupiter,330.0 AU,10441.5 years,0.0
123,123,DMPP-1 b,204.0,24.27 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7548/dmpp-1-b/,Neptune-like,24.27 Earths,0.472 x Jupiter,0.1462 AU,18.6 days,< 0.083
124,124,DMPP-1 c,204.0,9.6 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7549/dmpp-1-c/,Neptune-like,9.6 Earths,0.273 x Jupiter,0.0733 AU,6.6 days,< 0.057
125,125,DMPP-1 d,204.0,3.35 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7551/dmpp-1-d/,Super Earth,3.35 Earths,1.65 x Earth,0.0422 AU,2.9 days,< 0.07
126,126,DMPP-1 e,204.0,4.13 Earths,7.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7552/dmpp-1-e/,Super Earth,4.13 Earths,1.86 x Earth,0.0651 AU,5.5 days,< 0.07
127,127,DMPP-2 b,450.0,0.437 Jupiters,8.57,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7553/dmpp-2-b/,Gas Giant,0.437 Jupiters,1.28 x Jupiter,0.0664 AU,5.2 days,0.08
128,128,DMPP-3 A b,148.0,2.58 Earths,9.066,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7577/dmpp-3-a-b/,Super Earth,2.58 Earths,1.41 x Earth,0.0662 AU,6.7 days,0.14
129,129,DP Leonis b,997.0,6.28 Jupiters,18.6837,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7017/dp-leonis-b/,Gas Giant,6.28 Jupiters,1.14 x Jupiter,8.19 AU,28 years,0.39
130,130,DS Tucanae A b,144.0,1.3 Jupiters,8.17,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7427/ds-tucanae-a-b/,Neptune-like,1.3 Jupiters,0.509 x Jupiter,Unknown,8.1 days,0.0
131,131,EPIC 201170410.02,437.0,1.15 Earths,17.6984,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7771/epic-20117041002/,Super Earth,1.15 Earths,1.047 x Earth,0.0349 AU,6.8 days,0.0
132,132,EPIC 201238110 b,520.0,4.16 Earths,16.014,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7390/epic-201238110-b/,Super Earth,4.16 Earths,1.87 x Earth,Unknown,28.2 days,0.0
133,133,EPIC 201427007 b,2304.0,2.86 Earths,14.321,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8018/epic-201427007-b/,Super Earth,2.86 Earths,1.5 x Earth,Unknown,0.7 days,0.0
134,134,EPIC 201497682 b,825.0,0.26 Earths,13.948,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7391/epic-201497682-b/,Terrestrial,0.26 Earths,0.692 x Earth,Unknown,2.1 days,0.0
135,135,EPIC 201595106 b,757.0,2.24 Earths,11.746,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8012/epic-201595106-b/,Super Earth,2.24 Earths,1.3 x Earth,Unknown,0.9 days,0.0
136,136,EPIC 201615463 c,1556.0,1.98 Earths,12.081,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7392/epic-201615463-c/,Super Earth,1.98 Earths,1.22 x Earth,Unknown,3.8 days,0.0
137,137,EPIC 201754305 d,1093.0,1.08 Earths,14.668,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7393/epic-201754305-d/,Super Earth,1.08 Earths,1.03 x Earth,Unknown,2.7 days,0.0
138,138,EPIC 201757695.02,1884.0,0.688 Earths,14.974,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7772/epic-20175769502/,Terrestrial,0.688 Earths,0.908 x Earth,0.0296 AU,2 days,0.0
139,139,EPIC 201833600 c,840.0,0.972 Earths,14.705,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7394/epic-201833600-c/,Terrestrial,0.972 Earths,1.0 x Earth,Unknown,4 days,0.0
140,140,EPIC 201841433 b,1424.0,1.12 Earths,14.983,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7395/epic-201841433-b/,Super Earth,1.12 Earths,1.04 x Earth,0.035 AU,4.2 days,0.0
141,141,EPIC 205950854 c,796.0,2.27 Earths,12.365,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7396/epic-205950854-c/,Super Earth,2.27 Earths,1.31 x Earth,Unknown,8.1 days,0.0
142,142,EPIC 206024342 b,1207.0,3.53 Earths,13.096,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7397/epic-206024342-b/,Super Earth,3.53 Earths,1.7 x Earth,Unknown,4.5 days,0.0
143,143,EPIC 206024342 c,1207.0,2.54 Earths,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8023/epic-206024342-c/,Super Earth,2.54 Earths,1.4 x Earth,Unknown,0.9 days,0.0
144,144,EPIC 206024342 d,1207.0,7.27 Earths,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8022/epic-206024342-d/,Neptune-like,7.27 Earths,0.232 x Jupiter,Unknown,14.6 days,0.0
145,145,EPIC 206032309 b,526.0,1.01 Earths,17.89,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7398/epic-206032309-b/,Super Earth,1.01 Earths,1.01 x Earth,Unknown,2.9 days,0.0
146,146,EPIC 206042996 b,1474.0,3.53 Earths,16.59,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7399/epic-206042996-b/,Super Earth,3.53 Earths,1.7 x Earth,Unknown,5.3 days,0.0
147,147,EPIC 206042996 c,1474.0,1.87 Earths,16.59,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8024/epic-206042996-c/,Super Earth,1.87 Earths,1.2 x Earth,Unknown,0.4 days,0.0
148,148,EPIC 206215704 b,358.0,0.972 Earths,17.83,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7400/epic-206215704-b/,Terrestrial,0.972 Earths,1.0 x Earth,Unknown,2.3 days,0.0
149,149,EPIC 206317286 b,1025.0,0.84 Earths,14.005,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7401/epic-206317286-b/,Terrestrial,0.84 Earths,0.96 x Earth,Unknown,1.6 days,0.0
150,150,EPIC 206317286 c,1025.0,5.03 Earths,14.005,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8474/epic-206317286-c/,Super Earth,5.03 Earths,2.094 x Earth,Unknown,17.5 days,0.0
151,151,EPIC 211822797 b,607.0,4.35 Earths,15.133,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7170/epic-211822797-b/,Super Earth,4.35 Earths,1.92 x Earth,0.1195 AU,21.2 days,0.06
152,152,EPIC 211945201 b,593.0,27 Earths,10.154,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7279/epic-211945201-b/,Neptune-like,27 Earths,0.514 x Jupiter,0.1493 AU,19.5 days,0.0
153,153,EPIC 212297394 b,1365.0,2.79 Earths,14.611,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7402/epic-212297394-b/,Super Earth,2.79 Earths,1.48 x Earth,Unknown,2.3 days,0.0
154,154,EPIC 212297394 c,1365.0,5.77 Earths,14.611,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7981/epic-212297394-c/,Neptune-like,5.77 Earths,0.203 x Jupiter,Unknown,5.2 days,0.0
155,155,EPIC 212424622 b,1996.0,5.35 Earths,13.441,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7403/epic-212424622-b/,Neptune-like,5.35 Earths,2.17 x Earth,Unknown,18.1 days,0.0
156,156,EPIC 212499991 b,924.0,3.19 Earths,13.672,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7404/epic-212499991-b/,Super Earth,3.19 Earths,1.6 x Earth,Unknown,34.9 days,0.0
157,157,EPIC 212587672 b,1044.0,2.13 Earths,12.488,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7405/epic-212587672-b/,Super Earth,2.13 Earths,1.26 x Earth,Unknown,15.3 days,0.0
158,158,EPIC 212587672 c,1044.0,5.99 Earths,12.488,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7985/epic-212587672-c/,Neptune-like,5.99 Earths,0.207 x Jupiter,Unknown,23.2 days,0.0
159,159,EPIC 212624936 b,1833.0,1.87 Earths,13.976,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8019/epic-212624936-b/,Super Earth,1.87 Earths,1.2 x Earth,Unknown,0.6 days,0.0
160,160,EPIC 212624936 c,1833.0,5.9 Earths,13.976,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8014/epic-212624936-c/,Neptune-like,5.9 Earths,0.205 x Jupiter,Unknown,11.8 days,0.0
161,161,EPIC 212737443 b,1097.0,7.2 Earths,14.81,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7440/epic-212737443-b/,Neptune-like,7.2 Earths,0.231 x Jupiter,0.098 AU,13.6 days,0.2
162,162,EPIC 212737443 c,1097.0,7.7 Earths,14.81,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7441/epic-212737443-c/,Neptune-like,7.7 Earths,0.24 x Jupiter,0.28 AU,65.6 days,0.2
163,163,EPIC 220492298 b,2037.0,0.937 Earths,13.991,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8020/epic-220492298-b/,Terrestrial,0.937 Earths,0.99 x Earth,Unknown,0.8 days,0.0
164,164,EPIC 220554210 c,1619.0,3.19 Earths,14.21,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7406/epic-220554210-c/,Super Earth,3.19 Earths,1.6 x Earth,Unknown,0.7 days,0.0
165,165,EPIC 220674823 b,798.0,7.72 Earths,12.101,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7328/epic-220674823-b/,Super Earth,7.72 Earths,1.6 x Earth,0.01312 AU,0.6 days,0.0
166,166,EPIC 220674823 c,798.0,5.8 Earths,12.101,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7329/epic-220674823-c/,Neptune-like,5.8 Earths,2.2 x Earth,0.1091 AU,13.3 days,0.18
167,167,EPIC 228836835 b,490.0,1.37 Earths,16.77,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8013/epic-228836835-b/,Super Earth,1.37 Earths,1.1 x Earth,Unknown,0.7 days,0.0
168,168,EPIC 246851721 b,1216.0,3 Jupiters,11.237,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7256/epic-246851721-b/,Gas Giant,3 Jupiters,1.051 x Jupiter,0.07229 AU,6.2 days,0.0
169,169,EPIC 248847494 b,1800.0,13 Jupiters,12.353,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7435/epic-248847494-b/,Gas Giant,13 Jupiters,1.11 x Jupiter,4.5 AU,10 years,0.0
170,170,EPIC 249893012 b,1048.0,8.75 Earths,11.429,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7588/epic-249893012-b/,Super Earth,8.75 Earths,1.95 x Earth,0.047 AU,3.6 days,0.06
171,171,EPIC 249893012 c,1048.0,14.67 Earths,11.429,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7589/epic-249893012-c/,Neptune-like,14.67 Earths,0.327 x Jupiter,0.13 AU,15.6 days,0.07
172,172,EPIC 249893012 d,1048.0,10.18 Earths,11.429,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7590/epic-249893012-d/,Neptune-like,10.18 Earths,0.352 x Jupiter,0.22 AU,35.7 days,0.15
173,173,Epsilon Coronae Borealis b,228.0,6.7 Jupiters,4.12577,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7043/epsilon-coronae-borealis-b/,Gas Giant,6.7 Jupiters,1.13 x Jupiter,1.3 AU,417.9 days,0.11
174,174,Epsilon Eridani b,10.0,0.78 Jupiters,3.71548,2000,https://exoplanets.nasa.gov/exoplanet-catalog/7042/epsilon-eridani-b/,Gas Giant,0.78 Jupiters,1.24 x Jupiter,3.5 AU,7.4 years,0.07
175,175,Epsilon Indi A b,12.0,3.25 Jupiters,4.69,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7511/epsilon-indi-a-b/,Gas Giant,3.25 Jupiters,1.17 x Jupiter,11.55 AU,45.2 years,0.26
176,176,Epsilon Tauri b,155.0,7.6 Jupiters,3.523,2006,https://exoplanets.nasa.gov/exoplanet-catalog/7044/epsilon-tauri-b/,Gas Giant,7.6 Jupiters,1.13 x Jupiter,1.93 AU,1.6 years,0.15
177,177,FU Tauri b,435.0,16 Jupiters,15.2412,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7028/fu-tauri-b/,Gas Giant,16 Jupiters,1.09 x Jupiter,800.0 AU,101250.8 years,0.0
178,178,G 264-012 b,52.0,2.5 Earths,13.078,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7904/g-264-012-b/,Super Earth,2.5 Earths,1.39 x Earth,0.02279 AU,2.3 days,0.0
179,179,G 264-012 c,52.0,3.75 Earths,13.078,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7905/g-264-012-c/,Super Earth,3.75 Earths,1.76 x Earth,0.0525 AU,8.1 days,0.0
180,180,G 9-40 b,91.0,4.76 Earths,13.821,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7545/g-9-40-b/,Super Earth,4.76 Earths,2.025 x Earth,0.0385 AU,5.7 days,0.0
181,181,Gamma 1 Leonis b,130.0,8.78 Jupiters,1.99509,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7045/gamma-1-leonis-b/,Gas Giant,8.78 Jupiters,1.12 x Jupiter,1.19 AU,428.5 days,0.14
182,182,Gamma Cephei b,46.0,9.4 Jupiters,3.23006,2003,https://exoplanets.nasa.gov/exoplanet-catalog/7046/gamma-cephei-b/,Gas Giant,9.4 Jupiters,1.12 x Jupiter,2.05 AU,2.5 years,0.05
183,183,Gamma Librae b,155.0,1.02 Jupiters,3.90672,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7272/gamma-librae-b/,Gas Giant,1.02 Jupiters,1.23 x Jupiter,1.24 AU,415.2 days,0.21
184,184,Gamma Librae c,155.0,4.58 Jupiters,3.90672,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7273/gamma-librae-c/,Gas Giant,4.58 Jupiters,1.15 x Jupiter,2.17 AU,2.6 years,0.06
185,185,Gamma Piscium b,135.0,1.34 Jupiters,3.69252,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8369/gamma-piscium-b/,Gas Giant,1.34 Jupiters,1.22 x Jupiter,1.32 AU,1.5 years,0.2
186,186,GJ 1061 b,12.0,1.37 Earths,12.7,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7591/gj-1061-b/,Super Earth,1.37 Earths,1.1 x Earth,0.021 AU,3.2 days,< 0.31
187,187,GJ 1061 c,12.0,1.74 Earths,12.7,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7592/gj-1061-c/,Super Earth,1.74 Earths,1.18 x Earth,0.035 AU,6.7 days,< 0.29
188,188,GJ 1061 d,12.0,1.64 Earths,12.7,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7593/gj-1061-d/,Super Earth,1.64 Earths,1.16 x Earth,0.054 AU,13 days,< 0.53
189,189,GJ 1132 b,41.0,1.66 Earths,13.68,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7106/gj-1132-b/,Super Earth,1.66 Earths,1.13 x Earth,0.0153 AU,1.6 days,0.22
190,190,GJ 1132 c,41.0,2.64 Earths,13.68,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7255/gj-1132-c/,Super Earth,2.64 Earths,1.43 x Earth,0.0476 AU,8.9 days,< 0.27
191,191,GJ 1148 b,36.0,0.30425 Jupiters,11.939,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6861/gj-1148-b/,Gas Giant,0.30425 Jupiters,1.07 x Jupiter,0.166 AU,41.4 days,0.38
192,192,GJ 1148 c,36.0,0.21414 Jupiters,11.939,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7221/gj-1148-c/,Gas Giant,0.21414 Jupiters,0.866 x Jupiter,0.912 AU,1.5 years,0.34
193,193,GJ 1151 b,26.0,2.5 Earths,13.76,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7844/gj-1151-b/,Super Earth,2.5 Earths,1.39 x Earth,0.01735 AU,2 days,0.0
194,194,GJ 1214 b,48.0,8.17 Earths,15.1,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6557/gj-1214-b/,Neptune-like,8.17 Earths,0.245 x Jupiter,0.0149 AU,1.6 days,< 0.063
195,195,GJ 1252 b,66.0,2.09 Earths,12.68,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7585/gj-1252-b/,Super Earth,2.09 Earths,1.193 x Earth,0.00916 AU,0.5 days,0.0
196,196,GJ 1265 b,33.0,7.4 Earths,14.01,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7361/gj-1265-b/,Neptune-like,7.4 Earths,0.234 x Jupiter,0.026 AU,3.7 days,0.04
197,197,GJ 143 b,53.0,22.7 Earths,8.08,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7337/gj-143-b/,Neptune-like,22.7 Earths,0.233 x Jupiter,0.1915 AU,35.6 days,0.19
198,198,GJ 15 A b,12.0,3.03 Earths,8.09,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7498/gj-15-a-b/,Super Earth,3.03 Earths,1.55 x Earth,0.072 AU,11.4 days,0.09
199,199,GJ 15 A c,12.0,36 Earths,8.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7499/gj-15-a-c/,Neptune-like,36 Earths,0.595 x Jupiter,5.4 AU,20.8 years,0.27
200,200,GJ 160.2 b,84.0,10.2 Earths,9.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7486/gj-1602-b/,Neptune-like,10.2 Earths,0.283 x Jupiter,0.053 AU,5.2 days,0.06
201,201,GJ 163 b,49.0,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/,Neptune-like,10.6 Earths,0.29 x Jupiter,0.0607 AU,8.6 days,0.07
202,202,GJ 163 c,49.0,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/,Neptune-like,6.8 Earths,0.223 x Jupiter,0.1254 AU,25.6 days,0.1
203,203,GJ 163 d,49.0,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/,Neptune-like,29.4 Earths,0.528 x Jupiter,1.0304 AU,1.7 years,0.37
204,204,GJ 179 b,40.0,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/,Gas Giant,0.82 Jupiters,1.24 x Jupiter,2.41 AU,6.3 years,0.21
205,205,GJ 180 b,39.0,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/,Neptune-like,6.49 Earths,0.217 x Jupiter,0.092 AU,17.1 days,0.07
206,206,GJ 180 c,39.0,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/,Neptune-like,6.4 Earths,0.215 x Jupiter,0.129 AU,24.3 days,0.09
207,207,GJ 180 d,39.0,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/,Neptune-like,7.56 Earths,0.237 x Jupiter,0.309 AU,106.3 days,0.14
208,208,GJ 2056 b,93.0,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/,Neptune-like,16.2 Earths,0.372 x Jupiter,0.283 AU,70 days,0.72
209,209,GJ 229 A c,19.0,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/,Neptune-like,7.268 Earths,0.232 x Jupiter,0.339 AU,122 days,0.19
210,210,GJ 229 b,19.0,8.478 Earths,8.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7491/gj-229-b/,Neptune-like,8.478 Earths,0.254 x Jupiter,0.898 AU,1.4 years,0.1
211,211,GJ 251 b,18.0,4 Earths,9.89,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7830/gj-251-b/,Super Earth,4 Earths,1.83 x Earth,0.0818 AU,14.2 days,0.1
212,212,GJ 27.1 b,77.0,13 Earths,11.45,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7484/gj-271-b/,Neptune-like,13 Earths,0.327 x Jupiter,0.101 AU,15.8 days,0.08
213,213,GJ 273 b,19.0,2.89 Earths,9.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7211/gj-273-b/,Super Earth,2.89 Earths,1.51 x Earth,0.091101 AU,18.6 days,0.1
214,214,GJ 273 c,19.0,1.18 Earths,9.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7212/gj-273-c/,Super Earth,1.18 Earths,1.06 x Earth,0.036467 AU,4.7 days,0.17
215,215,GJ 3021 b,57.0,3.37 Jupiters,6.59,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6558/gj-3021-b/,Gas Giant,3.37 Jupiters,1.17 x Jupiter,0.49 AU,133.7 days,0.51
216,216,GJ 3082 b,54.0,8.2 Earths,11.041,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7584/gj-3082-b/,Neptune-like,8.2 Earths,0.249 x Jupiter,0.079 AU,11.9 days,0.22
217,217,GJ 3138 b,93.0,1.78 Earths,10.8275,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7206/gj-3138-b/,Super Earth,1.78 Earths,1.18 x Earth,0.0197 AU,1.2 days,0.19
218,218,GJ 3138 c,93.0,4.18 Earths,10.8275,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7207/gj-3138-c/,Super Earth,4.18 Earths,1.88 x Earth,0.057 AU,6 days,0.11
219,219,GJ 3138 d,93.0,10.5 Earths,10.8275,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7208/gj-3138-d/,Neptune-like,10.5 Earths,0.288 x Jupiter,0.698 AU,257.8 days,0.32
220,220,GJ 317 b,50.0,2.5 Jupiters,12.4,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6531/gj-317-b/,Gas Giant,2.5 Jupiters,1.18 x Jupiter,1.151 AU,1.9 years,0.07
221,221,GJ 317 c,50.0,1.64396 Jupiters,12.4,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7291/gj-317-c/,Gas Giant,1.64396 Jupiters,1.2 x Jupiter,5.23 AU,18.5 years,0.17
222,222,GJ 328 b,67.0,2.3 Jupiters,9.99,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6532/gj-328-b/,Gas Giant,2.3 Jupiters,1.19 x Jupiter,4.5 AU,11.2 years,0.37
223,223,GJ 3293 b,66.0,23.54 Earths,11.945,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6559/gj-3293-b/,Neptune-like,23.54 Earths,0.463 x Jupiter,0.14339 AU,30.6 days,0.06
224,224,GJ 3293 c,66.0,21.09 Earths,11.945,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6560/gj-3293-c/,Neptune-like,21.09 Earths,0.434 x Jupiter,0.36175 AU,122.6 days,0.11
225,225,GJ 3293 d,66.0,7.6 Earths,11.945,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7213/gj-3293-d/,Neptune-like,7.6 Earths,0.238 x Jupiter,0.19394 AU,48.1 days,0.12
226,226,GJ 3293 e,66.0,3.28 Earths,11.945,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7214/gj-3293-e/,Super Earth,3.28 Earths,1.63 x Earth,0.08208 AU,13.3 days,0.21
227,227,GJ 3323 b,18.0,2.02 Earths,12.57,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7209/gj-3323-b/,Super Earth,2.02 Earths,1.23 x Earth,0.03282 AU,5.4 days,0.23
228,228,GJ 3323 c,18.0,2.31 Earths,12.57,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7210/gj-3323-c/,Super Earth,2.31 Earths,1.32 x Earth,0.1264 AU,40.5 days,0.17
229,229,GJ 3341 b,77.0,6.6 Earths,12.062,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6561/gj-3341-b/,Neptune-like,6.6 Earths,0.219 x Jupiter,0.089 AU,14.2 days,0.31
230,230,GJ 338 B b,21.0,10.27 Earths,7.7,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7645/gj-338-b-b/,Neptune-like,10.27 Earths,0.284 x Jupiter,0.141 AU,24.5 days,0.11
231,231,GJ 3470 b,96.0,13.9 Earths,12.332,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6562/gj-3470-b/,Neptune-like,13.9 Earths,0.408 x Jupiter,0.0355 AU,3.3 days,0.02
232,232,GJ 3473 b,89.0,1.86 Earths,13.74,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7763/gj-3473-b/,Super Earth,1.86 Earths,1.264 x Earth,0.01589 AU,1.2 days,0.0
233,233,GJ 3473 c,89.0,7.41 Earths,13.74,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7764/gj-3473-c/,Neptune-like,7.41 Earths,0.235 x Jupiter,0.0876 AU,15.5 days,0.0
234,234,GJ 3512 b,31.0,0.463 Jupiters,15.18,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7476/gj-3512-b/,Gas Giant,0.463 Jupiters,1.27 x Jupiter,0.338 AU,203.6 days,0.44
235,235,GJ 357 b,31.0,1.84 Earths,10.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7446/gj-357-b/,Super Earth,1.84 Earths,1.217 x Earth,0.035 AU,3.9 days,0.0
236,236,GJ 357 c,31.0,3.4 Earths,10.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7447/gj-357-c/,Super Earth,3.4 Earths,1.66 x Earth,0.061 AU,9.1 days,0.0
237,237,GJ 357 d,31.0,6.1 Earths,10.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7448/gj-357-d/,Neptune-like,6.1 Earths,0.209 x Jupiter,0.204 AU,55.7 days,0.0
238,238,GJ 3634 b,66.0,8.4 Earths,11.938,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6563/gj-3634-b/,Neptune-like,8.4 Earths,0.253 x Jupiter,0.0287 AU,2.6 days,0.08
239,239,GJ 367 b,31.0,0.546 Earths,10.153,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8049/gj-367-b/,Terrestrial,0.546 Earths,0.718 x Earth,0.0071 AU,0.3 days,0.0
