id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
201,GJ 163 b,49,10.6 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6527/gj-163-b/
202,GJ 163 c,49,6.8 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6528/gj-163-c/
203,GJ 163 d,49,29.4 Earths,11.79,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6529/gj-163-d/
204,GJ 179 b,40,0.82 Jupiters,11.963,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6530/gj-179-b/
205,GJ 180 b,39,6.49 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7487/gj-180-b/
206,GJ 180 c,39,6.4 Earths,10.914,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7489/gj-180-c/
207,GJ 180 d,39,7.56 Earths,10.914,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7581/gj-180-d/
208,GJ 2056 b,93,16.2 Earths,10.37,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7672/gj-2056-b/
209,GJ 229 A c,19,7.268 Earths,8.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7582/gj-229-a-c/
210,GJ 229 b,19,8.478 Earths,8.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7491/gj-229-b/
211,GJ 251 b,18,4 Earths,9.89,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7830/gj-251-b/
212,GJ 27.1 b,77,13 Earths,11.45,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7484/gj-271-b/
213,GJ 273 b,19,2.89 Earths,9.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7211/gj-273-b/
214,GJ 273 c,19,1.18 Earths,9.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7212/gj-273-c/
215,GJ 3021 b,57,3.37 Jupiters,6.59,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6558/gj-3021-b/
216,GJ 3082 b,54,8.2 Earths,11.041,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7584/gj-3082-b/
217,GJ 3138 b,93,1.78 Earths,10.8275,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7206/gj-3138-b/
218,GJ 3138 c,93,4.18 Earths,10.8275,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7207/gj-3138-c/
219,GJ 3138 d,93,10.5 Earths,10.8275,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7208/gj-3138-d/
220,GJ 317 b,50,2.5 Jupiters,12.4,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6531/gj-317-b/
221,GJ 317 c,50,1.64396 Jupiters,12.4,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7291/gj-317-c/
222,GJ 328 b,67,2.3 Jupiters,9.99,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6532/gj-328-b/
223,GJ 3293 b,66,23.54 Earths,11.945,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6559/gj-3293-b/
224,GJ 3293 c,66,21.09 Earths,11.945,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6560/gj-3293-c/
225,GJ 3293 d,66,7.6 Earths,11.945,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7213/gj-3293-d/
226,GJ 3293 e,66,3.28 Earths,11.945,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7214/gj-3293-e/
227,GJ 3323 b,18,2.02 Earths,12.57,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7209/gj-3323-b/
228,GJ 3323 c,18,2.31 Earths,12.57,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7210/gj-3323-c/
229,GJ 3341 b,77,6.6 Earths,12.062,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6561/gj-3341-b/
230,GJ 338 B b,21,10.27 Earths,7.7,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7645/gj-338-b-b/
231,GJ 3470 b,96,13.9 Earths,12.332,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6562/gj-3470-b/
232,GJ 3473 b,89,1.86 Earths,13.74,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7763/gj-3473-b/
233,GJ 3473 c,89,7.41 Earths,13.74,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7764/gj-3473-c/
234,GJ 3512 b,31,0.463 Jupiters,15.18,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7476/gj-3512-b/
235,GJ 357 b,31,1.84 Earths,10.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7446/gj-357-b/
236,GJ 357 c,31,3.4 Earths,10.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7447/gj-357-c/
237,GJ 357 d,31,6.1 Earths,10.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7448/gj-357-d/
238,GJ 3634 b,66,8.4 Earths,11.938,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6563/gj-3634-b/
239,GJ 367 b,31,0.546 Earths,10.153,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8049/gj-367-b/
240,GJ 3779 b,45,8 Earths,13.04,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7360/gj-3779-b/
241,GJ 3929 b,52,1.21 Earths,12.675,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8408/gj-3929-b/
242,GJ 393 b,23,1.71 Earths,9.65,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7906/gj-393-b/
243,GJ 3942 b,55,7.14 Earths,10.166,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7195/gj-3942-b/
244,GJ 3998 b,59,2.47 Earths,10.844,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7164/gj-3998-b/
245,GJ 3998 c,59,6.26 Earths,10.844,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7165/gj-3998-c/
246,GJ 411 b,19,2.69 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7287/gj-411-b/
247,GJ 414 A b,39,7.6 Earths,8.31,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7838/gj-414-a-b/
248,GJ 414 A c,39,0.16937 Jupiters,8.31,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7839/gj-414-a-c/
249,GJ 422 b,41,11.07 Earths,11.66,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7492/gj-422-b/
250,GJ 4276 b,70,16.57 Earths,12.903,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7346/gj-4276-b/
251,GJ 433 b,30,6.043 Earths,9.81,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6533/gj-433-b/
252,GJ 433 c,30,32.422 Earths,9.81,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7494/gj-433-c/
253,GJ 433 d,30,5.223 Earths,9.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7583/gj-433-d/
254,GJ 436 b,32,22.1 Earths,10.67,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6534/gj-436-b/
255,GJ 480 b,46,13.2 Earths,11.49,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7673/gj-480-b/
256,GJ 486 b,26,2.82 Earths,11.39,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7840/gj-486-b/
257,GJ 504 b,57,4 Jupiters,5.18799,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6535/gj-504-b/
258,GJ 536 b,34,5.36 Earths,9.71,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7247/gj-536-b/
259,GJ 581 b,21,15.8 Earths,10.57,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6536/gj-581-b/
260,GJ 581 c,21,5.5 Earths,10.57,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6537/gj-581-c/
261,GJ 581 e,21,1.7 Earths,10.57,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6538/gj-581-e/
262,GJ 625 b,21,2.82 Earths,10.066,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7184/gj-625-b/
263,GJ 649 b,34,0.328 Jupiters,9.7,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6539/gj-649-b/
264,GJ 667 C b,24,5.6 Earths,10.602,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6540/gj-667-c-b/
265,GJ 667 C c,24,3.8 Earths,10.602,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6541/gj-667-c-c/
266,GJ 667 C e,24,2.7 Earths,10.602,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6542/gj-667-c-e/
267,GJ 667 C f,24,2.7 Earths,10.602,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6543/gj-667-c-f/
268,GJ 667 C g,24,4.6 Earths,10.602,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6544/gj-667-c-g/
269,GJ 674 b,15,11.09 Earths,9.38,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6545/gj-674-b/
270,GJ 676 A b,52,6.7 Jupiters,9.58,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6546/gj-676-a-b/
271,GJ 676 A c,52,6.8 Jupiters,9.58,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7169/gj-676-a-c/
272,GJ 676 A d,52,4.4 Earths,9.58,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6547/gj-676-a-d/
273,GJ 676 A e,52,8.1 Earths,9.58,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6548/gj-676-a-e/
274,GJ 682 b,16,4.4 Earths,10.94,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7495/gj-682-b/
275,GJ 682 c,16,8.7 Earths,10.94,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7496/gj-682-c/
276,GJ 685 b,47,9 Earths,9.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7299/gj-685-b/
277,GJ 687 b,15,17.2 Earths,9.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6549/gj-687-b/
278,GJ 687 c,15,16 Earths,9.15,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7674/gj-687-c/
279,GJ 720 A b,51,13.64 Earths,9.84,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7903/gj-720-a-b/
280,GJ 740 b,36,2.96 Earths,9.22,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7843/gj-740-b/
281,GJ 832 b,16,0.68 Jupiters,8.66,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6550/gj-832-b/
282,GJ 832 c,16,5.4 Earths,8.66,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6551/gj-832-c/
283,GJ 849 b,29,0.9 Jupiters,10.41,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6552/gj-849-b/
284,GJ 849 c,29,0.702 Jupiters,10.41,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7897/gj-849-c/
285,GJ 86 b,35,4.42 Jupiters,6.12,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6570/gj-86-b/
286,GJ 876 b,15,2.2756 Jupiters,10.16,1998,https://exoplanets.nasa.gov/exoplanet-catalog/6553/gj-876-b/
287,GJ 876 c,15,0.7142 Jupiters,10.16,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6554/gj-876-c/
288,GJ 876 d,15,6.83 Earths,10.16,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6555/gj-876-d/
289,GJ 876 e,15,14.6 Earths,10.16,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6556/gj-876-e/
290,GJ 887 b,11,4.2 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7641/gj-887-b/
291,GJ 887 c,11,7.6 Earths,7.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7642/gj-887-c/
292,GJ 9066 b,15,30.9 Earths,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7745/gj-9066-b/
293,GJ 9066 c,15,0.22528 Jupiters,12.71,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7746/gj-9066-c/
294,GJ 9689 b,100,9.65 Earths,11.297,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8017/gj-9689-b/
295,GJ 96 b,39,19.66 Earths,9.4,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7253/gj-96-b/
296,GJ 9827 b,97,4.91 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7190/gj-9827-b/
297,GJ 9827 c,97,0.84 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7191/gj-9827-c/
298,GJ 9827 d,97,4.04 Earths,10.37,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7192/gj-9827-d/
299,Gl 378 b,49,13.02 Earths,10.03,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7288/gl-378-b/
300,Gl 49 b,32,5.63 Earths,9.56,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7417/gl-49-b/
301,Gl 686 b,27,6.624 Earths,9.62,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7350/gl-686-b/
302,GPX-1 b,2137,19.7 Jupiters,12.316,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7998/gpx-1-b/
303,GQ Lupi b,493,20 Jupiters,11.593,2004,https://exoplanets.nasa.gov/exoplanet-catalog/7029/gq-lupi-b/
304,GSC 06214-00210 b,354,16 Jupiters,12.416,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6564/gsc-06214-00210-b/
305,GU Piscium b,155,11.3 Jupiters,14.146,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7030/gu-piscium-b/
306,HAT-P-11 b,123,26.69772 Earths,9.46,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1718/hat-p-11-b/
307,HAT-P-11 c,123,2.3 Jupiters,9.46,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6312/hat-p-11-c/
308,HAT-P-12 b,466,0.211 Jupiters,12.665,2009,https://exoplanets.nasa.gov/exoplanet-catalog/1226/hat-p-12-b/
309,HAT-P-13 b,805,0.851 Jupiters,10.421,2009,https://exoplanets.nasa.gov/exoplanet-catalog/1227/hat-p-13-b/
310,HAT-P-13 c,805,14.28 Jupiters,10.421,2009,https://exoplanets.nasa.gov/exoplanet-catalog/255/hat-p-13-c/
311,HAT-P-14 b,726,3.44 Jupiters,9.988,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1228/hat-p-14-b/
312,HAT-P-15 b,628,1.94 Jupiters,12.41,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1229/hat-p-15-b/
313,HAT-P-16 b,739,4.193 Jupiters,10.911,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1230/hat-p-16-b/
314,HAT-P-17 b,301,0.58 Jupiters,10.375,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1231/hat-p-17-b/
315,HAT-P-17 c,301,3.4 Jupiters,10.375,2010,https://exoplanets.nasa.gov/exoplanet-catalog/256/hat-p-17-c/
316,HAT-P-18 b,526,0.197 Jupiters,12.597,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1232/hat-p-18-b/
317,HAT-P-19 b,659,0.292 Jupiters,12.826,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1342/hat-p-19-b/
318,HAT-P-1 b,519,0.525 Jupiters,9.827,2006,https://exoplanets.nasa.gov/exoplanet-catalog/5210/hat-p-1-b/
319,HAT-P-20 b,232,7.246 Jupiters,11.231,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6028/hat-p-20-b/
320,HAT-P-21 b,904,4.87 Jupiters,11.459,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1343/hat-p-21-b/
321,HAT-P-22 b,267,2.47 Jupiters,9.763,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1344/hat-p-22-b/
322,HAT-P-23 b,1190,1.34 Jupiters,11.937,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1345/hat-p-23-b/
323,HAT-P-24 b,1355,0.75 Jupiters,11.762,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1346/hat-p-24-b/
324,HAT-P-25 b,980,0.569 Jupiters,13.146,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1347/hat-p-25-b/
325,HAT-P-26 b,463,22.2481 Earths,11.757,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1348/hat-p-26-b/
326,HAT-P-27 b,650,0.62 Jupiters,12.052,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1349/hat-p-27-b/
327,HAT-P-28 b,1309,0.626 Jupiters,13.098,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1350/hat-p-28-b/
328,HAT-P-29 b,1023,0.88 Jupiters,11.825,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1351/hat-p-29-b/
329,HAT-P-2 b,417,8.7 Jupiters,8.72,2007,https://exoplanets.nasa.gov/exoplanet-catalog/1220/hat-p-2-b/
330,HAT-P-30 b,698,0.83 Jupiters,10.352,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1352/hat-p-30-b/
331,HAT-P-31 b,1122,2.27 Jupiters,11.667,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1433/hat-p-31-b/
332,HAT-P-32 b,943,0.68 Jupiters,11.439,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1434/hat-p-32-b/
333,HAT-P-33 b,1292,0.92 Jupiters,11.032,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1435/hat-p-33-b/
334,HAT-P-34 b,813,3.33 Jupiters,10.403,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1436/hat-p-34-b/
335,HAT-P-35 b,1654,1.056 Jupiters,12.389,2011,https://exoplanets.nasa.gov/exoplanet-catalog/257/hat-p-35-b/
336,HAT-P-36 b,960,1.8482 Jupiters,12.146,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1252/hat-p-36-b/
337,HAT-P-37 b,1274,1.169 Jupiters,13.427,2011,https://exoplanets.nasa.gov/exoplanet-catalog/1253/hat-p-37-b/
338,HAT-P-38 b,832,0.267 Jupiters,12.525,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1254/hat-p-38-b/
339,HAT-P-39 b,2274,0.599 Jupiters,12.282,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1255/hat-p-39-b/
340,HAT-P-3 b,439,0.65 Jupiters,11.856,2007,https://exoplanets.nasa.gov/exoplanet-catalog/1221/hat-p-3-b/
341,HAT-P-40 b,1515,0.48 Jupiters,11.34,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1256/hat-p-40-b/
342,HAT-P-41 b,1136,1.19 Jupiters,11.365,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1257/hat-p-41-b/
343,HAT-P-42 b,1322,1.044 Jupiters,12.125,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1258/hat-p-42-b/
344,HAT-P-43 b,1725,0.662 Jupiters,13.279,2012,https://exoplanets.nasa.gov/exoplanet-catalog/1259/hat-p-43-b/
345,HAT-P-44 b,1135,0.352 Jupiters,13.225,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1260/hat-p-44-b/
346,HAT-P-44 c,1135,4 Jupiters,13.225,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1261/hat-p-44-c/
347,HAT-P-45 b,974,0.892 Jupiters,12.783,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1262/hat-p-45-b/
348,HAT-P-46 b,948,0.493 Jupiters,11.997,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1263/hat-p-46-b/
349,HAT-P-49 b,1143,2.2 Jupiters,10.205,2014,https://exoplanets.nasa.gov/exoplanet-catalog/457/hat-p-49-b/
350,HAT-P-4 b,1045,0.671 Jupiters,11.118,2007,https://exoplanets.nasa.gov/exoplanet-catalog/258/hat-p-4-b/
351,HAT-P-50 b,1681,1.35 Jupiters,11.703,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4251/hat-p-50-b/
352,HAT-P-51 b,1436,0.309 Jupiters,13.51,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4252/hat-p-51-b/
353,HAT-P-52 b,1178,0.818 Jupiters,14.107,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4253/hat-p-52-b/
354,HAT-P-53 b,2175,1.484 Jupiters,13.78,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4254/hat-p-53-b/
355,HAT-P-54 b,469,0.76 Jupiters,13.398,2015,https://exoplanets.nasa.gov/exoplanet-catalog/1264/hat-p-54-b/
356,HAT-P-55 b,1668,0.582 Jupiters,13.197,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5470/hat-p-55-b/
357,HAT-P-56 b,1046,2.31 Jupiters,10.92,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5472/hat-p-56-b/
358,HAT-P-57 b,913,1.41 Jupiters,10.639,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4250/hat-p-57-b/
359,HAT-P-58 b,1682,0.372 Jupiters,12.925,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7912/hat-p-58-b/
360,HAT-P-59 b,866,1.54 Jupiters,11.64,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7913/hat-p-59-b/
361,HAT-P-5 b,989,0.98 Jupiters,11.954,2007,https://exoplanets.nasa.gov/exoplanet-catalog/1222/hat-p-5-b/
362,HAT-P-60 b,761,0.574 Jupiters,9.727,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7914/hat-p-60-b/
363,HAT-P-61 b,1105,1.057 Jupiters,13.096,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7915/hat-p-61-b/
364,HAT-P-62 b,1138,0.761 Jupiters,12.539,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7916/hat-p-62-b/
365,HAT-P-63 b,14624,0.614 Jupiters,20.1544,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7917/hat-p-63-b/
366,HAT-P-64 b,2126,0.58 Jupiters,12.855,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7918/hat-p-64-b/
367,HAT-P-65 b,2409,0.527 Jupiters,13.121,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3390/hat-p-65-b/
368,HAT-P-66 b,3051,0.783 Jupiters,13.014,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3391/hat-p-66-b/
369,HAT-P-67 b,1212,0.34 Jupiters,10.106,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3485/hat-p-67-b/
370,HAT-P-68 b,659,0.724 Jupiters,13.802,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7794/hat-p-68-b/
371,HAT-P-69 b,1113,3.58 Jupiters,9.774,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7454/hat-p-69-b/
372,HAT-P-6 b,898,1.32 Jupiters,10.469,2007,https://exoplanets.nasa.gov/exoplanet-catalog/1223/hat-p-6-b/
373,HAT-P-70 b,1079,6.78 Jupiters,9.47,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7455/hat-p-70-b/
374,HAT-P-7 b,1113,1.84 Jupiters,10.481,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1717/hat-p-7-b/
375,HAT-P-8 b,690,1.28 Jupiters,10.358,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1224/hat-p-8-b/
376,HAT-P-9 b,1485,0.749 Jupiters,12.344,2008,https://exoplanets.nasa.gov/exoplanet-catalog/1225/hat-p-9-b/
377,HATS-10 b,1745,0.526 Jupiters,13.202,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5463/hats-10-b/
378,HATS-11 b,3081,0.83 Jupiters,14.06,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3393/hats-11-b/
379,HATS-12 b,2434,2.39 Jupiters,12.831,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3394/hats-12-b/
380,HATS-13 b,1376,0.543 Jupiters,13.911,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4328/hats-13-b/
381,HATS-14 b,1673,1.071 Jupiters,14.052,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4329/hats-14-b/
382,HATS-15 b,3717,2.17 Jupiters,14.909,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3285/hats-15-b/
383,HATS-16 b,2469,3.27 Jupiters,13.957,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3286/hats-16-b/
384,HATS-17 b,1306,1.338 Jupiters,12.402,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5499/hats-17-b/
385,HATS-18 b,2037,1.9795 Jupiters,14.188,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3405/hats-18-b/
386,HATS-1 b,926,1.855 Jupiters,12.155,2012,https://exoplanets.nasa.gov/exoplanet-catalog/259/hats-1-b/
387,HATS-22 b,749,2.74 Jupiters,13.397,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3467/hats-22-b/
388,HATS-23 b,2084,1.47 Jupiters,13.84,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3468/hats-23-b/
389,HATS-24 b,1612,2.26 Jupiters,12.915,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3469/hats-24-b/
390,HATS-25 b,1537,0.613 Jupiters,13.172,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3275/hats-25-b/
391,HATS-26 b,2811,0.65 Jupiters,13.006,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3276/hats-26-b/
392,HATS-27 b,2665,0.53 Jupiters,12.782,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3277/hats-27-b/
393,HATS-28 b,1746,0.672 Jupiters,13.981,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3278/hats-28-b/
394,HATS-29 b,1154,0.653 Jupiters,12.62,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3279/hats-29-b/
395,HATS-2 b,1115,1.345 Jupiters,13.565,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1265/hats-2-b/
396,HATS-30 b,1116,0.706 Jupiters,12.283,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3280/hats-30-b/
397,HATS-31 b,2525,0.88 Jupiters,13.315,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3423/hats-31-b/
398,HATS-32 b,2431,0.92 Jupiters,14.386,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3424/hats-32-b/
399,HATS-33 b,810,1.192 Jupiters,11.91,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3425/hats-33-b/
400,HATS-34 b,1660,0.941 Jupiters,13.857,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3426/hats-34-b/
401,HATS-35 b,1678,1.222 Jupiters,12.609,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3429/hats-35-b/
402,HATS-36 b,2794,3.216 Jupiters,14.364,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6153/hats-36-b/
403,HATS-37 A b,691,31.46517 Earths,12.341,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7667/hats-37-a-b/
404,HATS-38 b,1121,23.51942 Earths,11.967,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7668/hats-38-b/
405,HATS-39 b,2866,0.63 Jupiters,12.745,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6288/hats-39-b/
406,HATS-3 b,1341,1.071 Jupiters,12.433,2013,https://exoplanets.nasa.gov/exoplanet-catalog/1266/hats-3-b/
407,HATS-40 b,4379,1.59 Jupiters,13.478,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6283/hats-40-b/
408,HATS-41 b,2406,9.7 Jupiters,12.678,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6284/hats-41-b/
409,HATS-42 b,2611,1.88 Jupiters,13.682,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6285/hats-42-b/
410,HATS-43 b,1182,0.261 Jupiters,13.562,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6298/hats-43-b/
